file_name,raw_text,text,label
IMG_6800.JPG,SKT 5:12 [; Ill 20 02-591-9344 LC+RC+VOCA틀 한권에 끝! 해커스 한권토의 무료배포 https:llgouk krlzNzpGW 모두 보기 MMS 오후 2.00 2025년 8월 5일 화요일 [Web발신] (광고) [해커스영어] 7/27 토의 파트별 틀린개수 확인! https:llgoukkrlvlrsEp 8/10 토의대비 최신 기출경향 예상문제 무료배포중 https:llgoukkrlUtRECL *8/25(월) 15시 첫토의 벌크업 특강 지금 신청하고 7타강사비법노트 받기 https:llgouk krlJOSVeq 토의인강 수강료 * 최대 5009환급 최신경향 교재 레발별 제공! 토스오픽/ 취업 인강 제공! httpsllgouk krltabgmR 모두 보기 MMS 오후 12:70 Pay,SKT 5 12 Ill 20 02 591 9344 LC RC VOCA틀 한권에 끝 해커스 한권토의 무료배포 https llgouk krlzNzpGW 모두 보기 MMS 오후 2 00 2025년 8월 5일 화요일 Web발신 광고 해커스영어 7 27 토의 파트별 틀린개수 확인 https llgoukkrlvlrsEp 8 10 토의대비 최신 기출경향 예상문제 무료배포중 https llgoukkrlUtRECL 8 25 월 15시 첫토의 벌크업 특강 지금 신청하고 7타강사비법노트 받기 https llgouk krlJOSVeq 토의인강 수강료 최대 5009환급 최신경향 교재 레발별 제공 토스오픽 취업 인강 제공 httpsllgouk krltabgmR 모두 보기 MMS 오후 12 70 Pay,0
IMG_6801.JPG,SKT 5:71 P; Ill 19 1588-9351 놓치기 아까운 매칭 공고 지금 확인해보세요! 공고 상세: httpssllwww albamon comljobsldetail /114326071 MMS 무료수신거부 0808635561 오후 5:33 1월 37일 토요일 [Web발신] (광고) 스레줄 근무 NO! 안정적인 9 to 6 사무직올 찾으시나요? 합격 확출 높은 회원님께 딱 맞는 공고틀 알바쩐에서 제안드럽니다: 포지선: 삼성카드 교체발급 센터 근무지: T호선 영등포역 도보 5분 조건: 월-~금 주5일 (09:30~18:30) 면접: 2월 3일(화) 서류 마감 임박! 꿀정보 놓치지말고 아래 굉크로 지원해보세요 ! 공고 상세: https:llwww albamoncomljobsldetail /114508931 MMS 무료수신거부 0808635561 오전 17:07 Pay,SKT 5 71 P Ill 19 1588 9351 놓치기 아까운 매칭 공고 지금 확인해보세요 공고 상세 httpssllwww albamon comljobsldetail 114326071 MMS 무료수신거부 0808635561 오후 5 33 1월 37일 토요일 Web발신 광고 스레줄 근무 NO 안정적인 9 to 6 사무직올 찾으시나요 합격 확출 높은 회원님께 딱 맞는 공고틀 알바쩐에서 제안드럽니다 포지선 삼성카드 교체발급 센터 근무지 T호선 영등포역 도보 5분 조건 월 금 주5일 09 30 18 30 면접 2월 3일 화 서류 마감 임박 꿀정보 놓치지말고 아래 굉크로 지원해보세요 공고 상세 https llwww albamoncomljobsldetail 114508931 MMS 무료수신거부 0808635561 오전 17 07 Pay,0
IMG_6767.PNG,2월 15일 (일) 오선 10:3/ [요기요] 회원님남께만 드리는 마지막 혜택! [Web발신] (광고) 회원남께만 드리는 마지막 혜택! 유지영님께 드리는 라스트 찬신 309 구돈 쿠포함에 소-욕 넣어 드럭어요 이번엔 절대 놓치지 마세요 309 깜짝 구돈 도착 구돈 명 라스트 구돈 지급일 26년 02월 15일 만료일 : 26년 02월 21일 V구데 확인하기다 httpsllyogiyo onelink mel fxbMlwopp9ig4 * 구프은 본인인증이 완료된 계정에서만 확인이 가능합니다: * 마티편의점 카테고리에서는 사용이 제한되니다. * 주류 상품은 구돈 적용이 불가 합니다. [무료 수신거부]0808880341 문자 메시지 SMS Q,2월 15일 일 오선 10 3 요기요 회원님남께만 드리는 마지막 혜택 Web발신 광고 회원남께만 드리는 마지막 혜택 유지영님께 드리는 라스트 찬신 309 구돈 쿠포함에 소 욕 넣어 드럭어요 이번엔 절대 놓치지 마세요 309 깜짝 구돈 도착 구돈 명 라스트 구돈 지급일 26년 02월 15일 만료일 26년 02월 21일 V구데 확인하기다 httpsllyogiyo onelink mel fxbMlwopp9ig4 구프은 본인인증이 완료된 계정에서만 확인이 가능합니다 마티편의점 카테고리에서는 사용이 제한되니다 주류 상품은 구돈 적용이 불가 합니다 무료 수신거부 0808880341 문자 메시지 SMS Q,0
IMG_6759.PNG,5.00 1 ?@ 552 +82 10-8645-3454 문자 메시지 SMS 10월 23일 (목) 오전 2:22 [Web발신] *회신이 불가한 발신전용 번호 입니다: [인증번호:2197] G-OSK 인증번호 입니다:,5 00 1 552 82 10 8645 3454 문자 메시지 SMS 10월 23일 목 오전 2 22 Web발신 회신이 불가한 발신전용 번호 입니다 인증번호 2197 G OSK 인증번호 입니다,0
IMG_6778.PNG,"704 IU/ u-Jo5a (광고) [구광CLS]가 쏟다 시크핏 수당 최대 4만원 [Web발신] (광고) [구장CLS] 작정하고 드립니다! 일급 외 별도로 터지는 보너스 보너스 적파 터뜨리기 https:llcoupa nglcm3ELR 혜택 7 : 무료 서들버스 운행 혜택 2 : 내 스레출대로 '자유 로운 근무 근무지 승파h 3캠프(서울시 승파구 장지동) 서초-캠프(서울시 서초구 양재동) 추가 혜택 최대 4만원 X 직전 28일 내 CLS 소속 캠프 및 FC 근무 이력 없는 신규 대상 적용 * 지각 조퇴 시 추가 수당 미지급 * 프로모선 중복 불가  중복 시 근 금액 적용 * 본 문자 직접 수신자 한정 적용 (양도 불가) * 본 서베이 제출완료 후 , 최종 확정 안내문올 받은 인원만이 참여 가능 * 문의채널(카카오록) https:ll coupa-nglck52R3 [무료 수신 거부] 0808880585 Q",704 IU u Jo5a 광고 구광CLS 가 쏟다 시크핏 수당 최대 4만원 Web발신 광고 구장CLS 작정하고 드립니다 일급 외 별도로 터지는 보너스 보너스 적파 터뜨리기 https llcoupa nglcm3ELR 혜택 7 무료 서들버스 운행 혜택 2 내 스레출대로 자유 로운 근무 근무지 승파h 3캠프 서울시 승파구 장지동 서초 캠프 서울시 서초구 양재동 추가 혜택 최대 4만원 X 직전 28일 내 CLS 소속 캠프 및 FC 근무 이력 없는 신규 대상 적용 지각 조퇴 시 추가 수당 미지급 프로모선 중복 불가 중복 시 근 금액 적용 본 문자 직접 수신자 한정 적용 양도 불가 본 서베이 제출완료 후 최종 확정 안내문올 받은 인원만이 참여 가능 문의채널 카카오록 https ll coupa nglck52R3 무료 수신 거부 0808880585 Q,0
IMG_6780.PNG,"328 +82 10-7438-1299 OIVIO (오늘) 오전 9.03 (광고) [Web발신] (광고) 구땅 이천 3센터 인센티브 ( '7' ) 5 축하 5 인센티브 7만원 대상자 당점!+ 0 근무 지원 1. 구편치지원 2. 굉크지원: https:llforms officecomlrlaENWCFGiLO 0 근무 조건 1.2026.06.01 (월) 오후조 근무 2.OB,1B (출괴입고) 근무 0 근무 시간 오후 근무 시간 19시~04시 0 급여(세전) 오후 FC: 108,360원+70,000원 = {178,360원+@ 0 서틀 노선 : httpsllcoufc coupang comlEQH 3Ishuttle 주의사항 1) 타 인센티브와 중복 지급 불가 타? ,다 '메시지 젓우) % 문자 SMS 2) 조퇴]월컴데이지각 지급 불가",328 82 10 7438 1299 OIVIO 오늘 오전 9 03 광고 Web발신 광고 구땅 이천 3센터 인센티브 7 5 축하 5 인센티브 7만원 대상자 당점 0 근무 지원 1 구편치지원 2 굉크지원 https llforms officecomlrlaENWCFGiLO 0 근무 조건 1 2026 06 01 월 오후조 근무 2 OB 1B 출괴입고 근무 0 근무 시간 오후 근무 시간 19시 04시 0 급여 세전 오후 FC 108 360원 70 000원 178 360원 0 서틀 노선 httpsllcoufc coupang comlEQH 3Ishuttle 주의사항 1 타 인센티브와 중복 지급 불가 타 다 메시지 젓우 문자 SMS 2 조퇴 월컴데이지각 지급 불가,0
IMG_6769.PNG,"482 +82 1644-8771 문자 메시지 SMS 4월 2일 (목) 오후 6:14 [Web발신] [대한안전교육현회] 인증번호 [275512]입니다. 본인이 아난경우 고객센터로 문의 바람니다. [Web발신] 본인확인 인종번호[343231]입니다. ""타인 노출 금지""",482 82 1644 8771 문자 메시지 SMS 4월 2일 목 오후 6 14 Web발신 대한안전교육현회 인증번호 275512 입니다 본인이 아난경우 고객센터로 문의 바람니다 Web발신 본인확인 인종번호 343231 입니다 타인 노출 금지,0
IMG_6788.JPG,"SKT 5:10 [; Ill 17 메가스터디학원 메가스터악원 1588-7887 [Web발신] (광고)러설X메가스터디학원 <6평 이후 성적 역전 전락 설명회(서울)> 설명회 예약 : https:llvo la InMs3QMi 75개정 교육과정 마지막 역전의 기회! 6월 모의평가 이후 역전 전락 설명회틀 개최합니다. 일시 및 장소 1. 서울 6/6(토) 오후 2사 코액스 4층 커퍼런스룹 2. 대구 이기(일) 오후 2시 러설 대구 본관 5층 설명회 예약은 선착순이다, 조기 마감이 예상되오니 빠른 예약 부탁드럽니다: 대상 N수 고3 학부모 및 학생 연사 ` + ' Pay",SKT 5 10 Ill 17 메가스터디학원 메가스터악원 1588 7887 Web발신 광고 러설X메가스터디학원 6평 이후 성적 역전 전락 설명회 서울 설명회 예약 https llvo la InMs3QMi 75개정 교육과정 마지막 역전의 기회 6월 모의평가 이후 역전 전락 설명회틀 개최합니다 일시 및 장소 1 서울 6 6 토 오후 2사 코액스 4층 커퍼런스룹 2 대구 이기 일 오후 2시 러설 대구 본관 5층 설명회 예약은 선착순이다 조기 마감이 예상되오니 빠른 예약 부탁드럽니다 대상 N수 고3 학부모 및 학생 연사 Pay,0
IMG_6787.JPG,SKT 5:10 [; Ill 17 02-566-0001 근 너 항 모두 보기 MMS 오전 10.00 5월 26일 화요일 [Web발신] (광고) [해커스어학원] 오늘(5/26)이 지나면 혜택이 사라저요 6월 밀착PT토의 현강&라이브 수강료 최대259지원 취업/공무원 인강 무료! 지금 수강신청 s https:llgoukkr ILIXDoE *[최대25%] 얼리버드+타학원생 기준 6월 토의 수강생올 위한 단기졸업 혜택 약점 체크+성적분석+스터디 밀착관리 취업까지 해결! 자소서 인강 무료 (48시간) 돈 안의 Al 토의튜터 박플업 무료(30일) 토스&오픽 현장강의 5% 추가지원 혜택받고 수강신청! https:llgouk krlmrfoxs 모두 보기 MMS 오후 2:30 r이'-0' ^~o' ~ ' Pay,SKT 5 10 Ill 17 02 566 0001 근 너 항 모두 보기 MMS 오전 10 00 5월 26일 화요일 Web발신 광고 해커스어학원 오늘 5 26 이 지나면 혜택이 사라저요 6월 밀착PT토의 현강 라이브 수강료 최대259지원 취업 공무원 인강 무료 지금 수강신청 s https llgoukkr ILIXDoE 최대25 얼리버드 타학원생 기준 6월 토의 수강생올 위한 단기졸업 혜택 약점 체크 성적분석 스터디 밀착관리 취업까지 해결 자소서 인강 무료 48시간 돈 안의 Al 토의튜터 박플업 무료 30일 토스 오픽 현장강의 5 추가지원 혜택받고 수강신청 https llgouk krlmrfoxs 모두 보기 MMS 오후 2 30 r이 0 o Pay,0
IMG_6799.JPG,SKT 5:10 [; Ill 18 070-5095-9916 너드 [Web발신] (광고) [Main Conference 신청 오른] 포스트 알파고 70년 A논 어디로 가능가? 기술의 진보틀 넘어 'Al 주권의 시대'틀 논합니다: 일정 5/7(목) 1 5/8(금) Day 2 주제: Beyond AlphaGo: Our 주요 연사 전 Google DeepMind 연구원 Stefania Druga 이세돌 외 글로벌 Al 전문가 외 다수 글로벌 Al 인사이트 산업 적용 사례 및 미래 전락 핵심 네트위컵 기회 선청순 마감 진행 중 신청바로가기 httpssllwwwonoffmixcomlevent 1340698 모두 보기 MMS 오후 3:33 Pay Day Way,SKT 5 10 Ill 18 070 5095 9916 너드 Web발신 광고 Main Conference 신청 오른 포스트 알파고 70년 A논 어디로 가능가 기술의 진보틀 넘어 Al 주권의 시대 틀 논합니다 일정 5 7 목 1 5 8 금 Day 2 주제 Beyond AlphaGo Our 주요 연사 전 Google DeepMind 연구원 Stefania Druga 이세돌 외 글로벌 Al 전문가 외 다수 글로벌 Al 인사이트 산업 적용 사례 및 미래 전락 핵심 네트위컵 기회 선청순 마감 진행 중 신청바로가기 httpssllwwwonoffmixcomlevent 1340698 모두 보기 MMS 오후 3 33 Pay Day Way,0
